device_id,seq,timestamp_us,voutp_raw,voutn_raw,iout_raw,iref_raw,v_diff,i_diff,v_volts,i_amps
534F4C31,18164,154024141,308,151,3007,3013,157,-6,157.00000,-0.01547
534F4C31,18165,154029188,326,250,3003,3014,76,-11,76.00000,-0.02837
534F4C31,18165,154034825,327,219,3000,3019,108,-19,108.00000,-0.04900
534F4C31,18165,154039647,319,214,2997,3026,105,-29,105.00000,-0.07478
534F4C31,18165,154044134,317,208,3014,3010,109,4,109.00000,0.01032
534F4C31,18166,154049127,336,234,3006,3023,102,-17,102.00000,-0.04384
534F4C31,18167,154054253,335,228,3006,3012,107,-6,107.00000,-0.01547
534F4C31,18168,154059567,320,255,3009,3017,65,-8,65.00000,-0.02063
534F4C31,18169,154065786,344,244,3000,3015,100,-15,100.00000,-0.03868
534F4C31,18170,154071683,324,189,3011,3009,135,2,135.00000,0.00516
534F4C31,18170,154076413,291,143,3004,3016,148,-12,148.00000,-0.03095
534F4C31,18170,154079146,273,141,3005,3008,132,-3,132.00000,-0.00774
534F4C31,18170,154084148,329,184,3000,3017,145,-17,145.00000,-0.04384
534F4C31,18171,154089441,299,224,3007,3006,75,1,75.00000,0.00258
534F4C31,18172,154094340,292,201,3008,3013,91,-5,91.00000,-0.01289
534F4C31,18173,154099238,289,218,3004,3017,71,-13,71.00000,-0.03352
534F4C31,18173,154104128,249,198,3004,3021,51,-17,51.00000,-0.04384
534F4C31,18174,154109172,272,230,3002,3013,42,-11,42.00000,-0.02837
534F4C31,18174,154114220,281,170,3007,3015,111,-8,111.00000,-0.02063
534F4C31,18175,154119134,318,215,3012,3016,103,-4,103.00000,-0.01032
534F4C31,18175,154124138,292,207,3016,3009,85,7,85.00000,0.01805
534F4C31,18176,154129155,310,228,3014,3016,82,-2,82.00000,-0.00516
534F4C31,18176,154134298,325,203,3017,3020,122,-3,122.00000,-0.00774
534F4C31,18176,154139138,317,207,3021,3015,110,6,110.00000,0.01547
534F4C31,18176,154144142,338,236,3007,3017,102,-10,102.00000,-0.02579
534F4C31,18177,154149164,351,251,3006,3015,100,-9,100.00000,-0.02321
534F4C31,18178,154154158,333,245,3003,3012,88,-9,88.00000,-0.02321
534F4C31,18179,154159902,304,225,2995,3015,79,-20,79.00000,-0.05158
534F4C31,18180,154164306,281,265,3006,3000,16,6,16.00000,0.01547
534F4C31,18181,154169564,224,170,3018,3014,54,4,54.00000,0.01032
534F4C31,18182,154174142,267,206,3007,3017,61,-10,61.00000,-0.02579
534F4C31,18183,154179704,316,234,3014,3024,82,-10,82.00000,-0.02579
534F4C31,18183,154184150,326,231,3004,3015,95,-11,95.00000,-0.02837
534F4C31,18183,154189299,286,172,3007,3008,114,-1,114.00000,-0.00258
534F4C31,18184,154194163,326,247,2999,3023,79,-24,79.00000,-0.06189
534F4C31,18184,154200339,334,192,3010,3038,142,-28,142.00000,-0.07221
534F4C31,18184,154204133,306,178,3014,3019,128,-5,128.00000,-0.01289
534F4C31,18184,154209150,326,213,3007,3002,113,5,113.00000,0.01289
534F4C31,18184,154214139,351,246,3009,3020,105,-11,105.00000,-0.02837
534F4C31,18185,154219171,342,262,3008,3007,80,1,80.00000,0.00258
534F4C31,18186,154224309,280,208,3024,3021,72,3,72.00000,0.00774
534F4C31,18187,154229156,269,226,2996,3014,43,-18,43.00000,-0.04642
